DATE,TIME,EQUIP_NAME,MODEL,ROLL,FIRST_LAYER,SAME_LAYER,LAYER_NO,LAYER_NAME,FP1_DX,FP1_DY,FP1_ENABLE,FP2_DX,FP2_DY,FP2_ENABLE,FP3_DX,FP3_DY,FP3_ENABLE,FP4_DX,FP4_DY,FP4_ENABLE,FP5_DX,FP5_DY,FP5_ENABLE,FP6_DX,FP6_DY,FP6_ENABLE,AB_STACK_X,AB_STACK_Y,TOTAL_LAYER,W_MARGIN,L_MARGIN,BAR_NO,MARGIN,GRADE,TILT,L_MARGIN1,W_MARGIN1,L_MARGIN2,W_MARGIN2,L_MARGIN3,W_MARGIN3,L_MARGIN4,W_MARGIN4,L_MARGIN5,W_MARGIN5,L_MARGIN6,W_MARGIN6
2026-03-12,00:31:02,5C68,CL10A106MQ8NNNC,ALC5599BAP,TRUE,TRUE,1,,-345,174,1,-358,347,1,-398,286,1,-463,154,1,-257,76,1,-374,266,1,1080,0,22,230,260,0,73.4,1,3.56,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:03,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,2,,-312,129,1,-590,422,1,-654,71,1,-215,305,1,-533,274,1,-279,481,1,1080,0,22,230,260,0,73.4,1,3.39,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:04,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,3,,-301,183,1,-398,87,1,-251,182,1,-684,288,1,-493,88,1,-313,425,1,1080,0,22,230,260,0,73.4,1,4.79,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:05,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,4,,-247,239,1,-480,138,1,-409,381,1,-779,228,1,-779,247,1,-258,255,1,1080,0,22,230,260,0,73.4,1,0.27,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:06,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,5,,-456,496,1,-326,200,1,-209,152,1,-495,275,1,-317,70,1,-794,409,1,1080,0,22,230,260,0,73.4,1,0.23,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:07,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,6,,-364,251,1,-726,278,1,-724,277,1,-595,99,1,-484,125,1,-575,401,1,1080,0,22,230,260,0,73.4,1,2.27,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:08,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,7,,-214,238,1,-270,127,1,-551,347,1,-694,70,1,-384,165,1,-292,489,1,1080,0,22,230,260,0,73.4,1,1.51,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:09,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,8,,-698,297,1,-603,67,1,-550,301,1,-692,68,1,-359,329,1,-358,167,1,1080,0,22,230,260,0,73.4,1,3.28,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:10,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,9,,-544,371,1,-515,495,1,-340,448,1,-582,51,1,-646,270,1,-454,173,1,1080,0,22,230,260,0,73.4,1,1.52,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:11,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,10,,-628,285,1,-328,459,1,-316,437,1,-453,157,1,-515,221,1,-702,65,1,1080,0,22,230,260,0,73.4,1,3.26,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:12,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,11,,-529,243,1,-680,437,1,-458,83,1,-719,183,1,-668,222,1,-441,333,1,1080,0,22,230,260,0,73.4,1,3.83,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:13,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,12,,-343,241,1,-611,417,1,-299,98,1,-683,267,1,-591,260,1,-797,456,1,1080,0,22,230,260,0,73.4,1,2.38,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:14,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,13,,-229,99,1,-438,455,1,-237,295,1,-202,121,1,-248,118,1,-211,375,1,1080,0,22,230,260,0,73.4,1,3.64,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:15,5C68,CL10A106MQ8NNNC,ALC5599BAP,FALSE,TRUE,14,,-489,181,1,-239,166,1,-497,118,1,-279,179,1,-537,451,1,-329,316,1,1080,0,22,230,260,0,73.4,1,3.06,90,90,90,90,90,90,90,90,90,90,90,90
