DATE,TIME,EQUIP_NAME,MODEL,ROLL,FIRST_LAYER,SAME_LAYER,LAYER_NO,LAYER_NAME,FP1_DX,FP1_DY,FP1_ENABLE,FP2_DX,FP2_DY,FP2_ENABLE,FP3_DX,FP3_DY,FP3_ENABLE,FP4_DX,FP4_DY,FP4_ENABLE,FP5_DX,FP5_DY,FP5_ENABLE,FP6_DX,FP6_DY,FP6_ENABLE,AB_STACK_X,AB_STACK_Y,TOTAL_LAYER,W_MARGIN,L_MARGIN,BAR_NO,MARGIN,GRADE,TILT,L_MARGIN1,W_MARGIN1,L_MARGIN2,W_MARGIN2,L_MARGIN3,W_MARGIN3,L_MARGIN4,W_MARGIN4,L_MARGIN5,W_MARGIN5,L_MARGIN6,W_MARGIN6
2026-03-13,00:31:02,5C68,CL05B103KB54PCM,ALC6472BAP,TRUE,TRUE,1,,-320,171,1,-676,114,1,-313,286,1,-548,447,1,-696,122,1,-694,278,1,1080,0,21,230,260,0,93.7,1,1.15,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:03,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,2,,-486,80,1,-513,352,1,-363,305,1,-222,369,1,-241,289,1,-201,54,1,1080,0,21,230,260,0,93.7,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:04,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,3,,-634,483,1,-793,267,1,-635,194,1,-782,351,1,-747,131,1,-764,329,1,1080,0,21,230,260,0,93.7,1,3.63,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:05,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,4,,-653,242,1,-421,486,1,-365,103,1,-308,110,1,-362,166,1,-702,108,1,1080,0,21,230,260,0,93.7,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:06,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,5,,-515,440,1,-202,379,1,-462,212,1,-382,393,1,-491,281,1,-407,430,1,1080,0,21,230,260,0,93.7,1,4.59,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:07,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,6,,-329,242,1,-702,82,1,-361,486,1,-470,218,1,-232,422,1,-444,112,1,1080,0,21,230,260,0,93.7,1,0.22,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:08,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,7,,-773,318,1,-273,274,1,-384,282,1,-488,163,1,-427,73,1,-255,247,1,1080,0,21,230,260,0,93.7,1,2.88,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:09,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,8,,-800,464,1,-242,178,1,-728,199,1,-615,171,1,-594,240,1,-252,324,1,1080,0,21,230,260,0,93.7,1,1.76,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:10,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,9,,-218,396,1,-716,424,1,-762,154,1,-615,145,1,-419,122,1,-785,223,1,1080,0,21,230,260,0,93.7,1,1.5,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-13,00:31:11,5C68,CL05B103KB54PCM,ALC6472BAP,FALSE,TRUE,10,,-491,295,1,-691,406,1,-603,480,1,-795,245,1,-691,359,1,-382,95,1,1080,0,21,230,260,0,93.7,1,3.16,90,90,90,90,90,90,90,90,90,90,90,90
