DATE,TIME,EQUIP_NAME,MODEL,ROLL,FIRST_LAYER,SAME_LAYER,LAYER_NO,LAYER_NAME,FP1_DX,FP1_DY,FP1_ENABLE,FP2_DX,FP2_DY,FP2_ENABLE,FP3_DX,FP3_DY,FP3_ENABLE,FP4_DX,FP4_DY,FP4_ENABLE,FP5_DX,FP5_DY,FP5_ENABLE,FP6_DX,FP6_DY,FP6_ENABLE,AB_STACK_X,AB_STACK_Y,TOTAL_LAYER,W_MARGIN,L_MARGIN,BAR_NO,MARGIN,GRADE,TILT,L_MARGIN1,W_MARGIN1,L_MARGIN2,W_MARGIN2,L_MARGIN3,W_MARGIN3,L_MARGIN4,W_MARGIN4,L_MARGIN5,W_MARGIN5,L_MARGIN6,W_MARGIN6
2026-03-12,00:31:02,5C68,CL05B103KB54PCM,ALC9200BAP,TRUE,TRUE,1,,-758,91,1,-289,370,1,-541,130,1,-727,317,1,-684,475,1,-589,369,1,1080,0,29,230,260,0,85.1,3,4.09,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:03,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,2,,-626,59,1,-790,125,1,-331,201,1,-379,416,1,-479,302,1,-349,415,1,1080,0,29,230,260,0,85.1,3,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:04,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,3,,-545,54,1,-347,365,1,-799,289,1,-669,474,1,-331,171,1,-293,155,1,1080,0,29,230,260,0,85.1,3,0.52,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:05,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,4,,-277,228,1,-543,390,1,-558,384,1,-546,184,1,-496,152,1,-779,180,1,1080,0,29,230,260,0,85.1,3,3.63,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:06,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,5,,-759,248,1,-694,303,1,-660,69,1,-686,137,1,-437,140,1,-471,412,1,1080,0,29,230,260,0,85.1,3,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:07,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,6,,-351,57,1,-257,221,1,-323,381,1,-433,327,1,-675,313,1,-417,114,1,1080,0,29,230,260,0,85.1,3,4.17,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:08,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,7,,-594,192,1,-365,278,1,-740,378,1,-710,84,1,-416,321,1,-428,385,1,1080,0,29,230,260,0,85.1,3,3.54,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:09,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,8,,-334,395,1,-788,306,1,-612,116,1,-368,126,1,-774,362,1,-636,370,1,1080,0,29,230,260,0,85.1,3,3.44,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:10,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,9,,-226,470,1,-437,315,1,-358,128,1,-707,138,1,-522,433,1,-206,347,1,1080,0,29,230,260,0,85.1,3,2.03,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:11,5C68,CL05B103KB54PCM,ALC9200BAP,FALSE,TRUE,10,,-490,241,1,-593,101,1,-511,193,1,-611,88,1,-369,58,1,-296,318,1,1080,0,29,230,260,0,85.1,3,0.03,90,90,90,90,90,90,90,90,90,90,90,90
