DATE,TIME,EQUIP_NAME,MODEL,ROLL,FIRST_LAYER,SAME_LAYER,LAYER_NO,LAYER_NAME,FP1_DX,FP1_DY,FP1_ENABLE,FP2_DX,FP2_DY,FP2_ENABLE,FP3_DX,FP3_DY,FP3_ENABLE,FP4_DX,FP4_DY,FP4_ENABLE,FP5_DX,FP5_DY,FP5_ENABLE,FP6_DX,FP6_DY,FP6_ENABLE,AB_STACK_X,AB_STACK_Y,TOTAL_LAYER,W_MARGIN,L_MARGIN,BAR_NO,MARGIN,GRADE,TILT,L_MARGIN1,W_MARGIN1,L_MARGIN2,W_MARGIN2,L_MARGIN3,W_MARGIN3,L_MARGIN4,W_MARGIN4,L_MARGIN5,W_MARGIN5,L_MARGIN6,W_MARGIN6
2026-03-14,00:31:02,5C68,CL05B103KB54PCM,ALC3829BAP,TRUE,TRUE,1,,-489,459,1,-793,162,1,-420,414,1,-769,437,1,-673,58,1,-652,78,1,1080,0,19,230,260,0,92.7,1,1.53,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:03,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,2,,-438,415,1,-351,417,1,-382,183,1,-700,89,1,-613,445,1,-358,236,1,1080,0,19,230,260,0,92.7,1,2.07,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:04,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,3,,-278,467,1,-611,413,1,-249,169,1,-795,366,1,-800,332,1,-478,188,1,1080,0,19,230,260,0,92.7,1,1.88,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:05,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,4,,-767,307,1,-306,313,1,-387,85,1,-648,193,1,-547,412,1,-667,313,1,1080,0,19,230,260,0,92.7,1,2.63,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:06,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,5,,-477,286,1,-591,225,1,-334,346,1,-466,102,1,-490,216,1,-258,392,1,1080,0,19,230,260,0,92.7,1,2.69,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:07,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,6,,-225,75,1,-463,95,1,-788,131,1,-777,203,1,-567,256,1,-288,196,1,1080,0,19,230,260,0,92.7,1,3.82,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:08,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,7,,-731,447,1,-615,322,1,-740,353,1,-547,314,1,-745,241,1,-351,81,1,1080,0,19,230,260,0,92.7,1,0.72,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:09,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,8,,-606,226,1,-250,119,1,-461,274,1,-228,91,1,-276,313,1,-611,137,1,1080,0,19,230,260,0,92.7,1,3.43,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:10,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,9,,-610,279,1,-580,482,1,-410,412,1,-431,355,1,-464,311,1,-777,429,1,1080,0,19,230,260,0,92.7,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:11,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,10,,-303,379,1,-518,142,1,-426,85,1,-797,289,1,-738,356,1,-497,228,1,1080,0,19,230,260,0,92.7,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:12,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,11,,-580,67,1,-482,472,1,-424,339,1,-661,157,1,-450,463,1,-350,410,1,1080,0,19,230,260,0,92.7,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:13,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,12,,-420,435,1,-377,141,1,-680,265,1,-391,405,1,-369,292,1,-646,422,1,1080,0,19,230,260,0,92.7,1,2.51,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:14,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,13,,-205,106,1,-683,465,1,-683,279,1,-338,72,1,-576,354,1,-213,465,1,1080,0,19,230,260,0,92.7,1,4.85,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:15,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,14,,-508,230,1,-421,335,1,-773,89,1,-635,224,1,-495,108,1,-248,184,1,1080,0,19,230,260,0,92.7,1,1.47,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:16,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,15,,-298,84,1,-600,113,1,-528,229,1,-662,290,1,-249,105,1,-706,480,1,1080,0,19,230,260,0,92.7,1,3.09,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:17,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,16,,-547,232,1,-754,493,1,-664,134,1,-728,183,1,-703,483,1,-663,77,1,1080,0,19,230,260,0,92.7,1,2.72,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:18,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,17,,-250,349,1,-705,231,1,-612,370,1,-369,376,1,-730,474,1,-232,75,1,1080,0,19,230,260,0,92.7,1,1.0,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:19,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,18,,-617,60,1,-733,201,1,-570,365,1,-243,382,1,-685,401,1,-608,160,1,1080,0,19,230,260,0,92.7,1,0.2,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:20,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,19,,-796,432,1,-295,220,1,-736,468,1,-769,104,1,-744,353,1,-666,230,1,1080,0,19,230,260,0,92.7,1,2.57,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:21,5C68,CL05B103KB54PCM,ALC3829BAP,TRUE,TRUE,1,,-273,105,1,-613,385,1,-700,356,1,-614,237,1,-433,354,1,-651,198,1,1080,0,28,230,260,1,93.3,2,2.76,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:22,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,2,,-586,349,1,-651,433,1,-396,279,1,-372,372,1,-683,483,1,-409,396,1,1080,0,28,230,260,1,93.3,2,0.22,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:23,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,3,,-489,243,1,-556,364,1,-491,221,1,-261,78,1,-607,288,1,-548,122,1,1080,0,28,230,260,1,93.3,2,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:24,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,4,,-761,242,1,-342,352,1,-426,405,1,-262,172,1,-800,307,1,-503,326,1,1080,0,28,230,260,1,93.3,2,0.78,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:25,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,5,,-317,50,1,-385,232,1,-291,488,1,-456,158,1,-318,391,1,-628,400,1,1080,0,28,230,260,1,93.3,2,2.41,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-14,00:31:26,5C68,CL05B103KB54PCM,ALC3829BAP,FALSE,TRUE,6,,-687,54,1,-225,207,1,-646,298,1,-399,352,1,-552,210,1,-270,452,1,1080,0,28,230,260,1,93.3,2,0.56,90,90,90,90,90,90,90,90,90,90,90,90
