Time,Model,Roll,Bar No,Layer No,Total Layer,L Margin,W Margin,Layer Pattern,AB Stack X,AB Stack Y,FP1 X,FP1 Y,FP2 X,FP2 Y,FP3 X,FP3 Y,FP4 X,FP4 Y,FP5 X,FP5 Y,FP6 X,FP6 Y,Bar Grade
2026-03-02 01:17:25,Model_C,R9413,B513,3,10,0.8929671197088718,0.899392012625132,P2,34.14255436099691,21.709277063366205,8.4168774673575,10.42928818778172,19.606565450417587,17.963919770510323,30.000562685898277,30.26867171328132,39.72111556078722,42.125309955776,50.96754541803624,50.20676259997426,58.16261028134024,58.11055398748718,A
2026-03-02 01:32:25,Model_B,R3890,B250,2,10,0.5261221157835647,0.7795326564094676,P1,39.707631131801534,11.35629779894808,9.023025486978096,10.651051179570832,19.368103576551896,21.042321144493712,29.4089382427356,30.192104946729344,40.31943496520616,38.97148597269938,50.52865670263594,50.9293848590888,60.86422475565122,59.52675817101545,A
2026-03-02 01:47:25,Model_A,R3560,B961,6,10,1.5705135991652208,1.2093405031260827,P4,43.096085631805884,46.729953129845164,10.398263484759639,10.234857610160873,20.337256425483524,20.1418582717675,29.60464764822384,29.967455571644834,39.38959376553023,40.79624696691523,49.43073002292886,48.385612570816335,61.14568834391455,60.92426349398489,C
2026-03-02 02:02:25,Model_C,R9390,B851,1,10,1.2843649257111585,0.8957533076443371,P2,40.49903009358022,40.15628705358175,10.809268990832896,10.407755870039482,21.20429331690877,19.921475269721224,30.0815558296892,29.18350962307319,40.06232391266107,40.44531199284753,50.30013348536782,50.11264767124131,61.399533199196554,59.41185080882101,A
2026-03-02 02:17:25,Model_C,R5299,B546,7,10,1.898158587113051,1.6938583463930525,P4,14.033324212788173,47.48972797940779,10.370148293311974,10.220602791141618,18.091160193440654,20.399575791169216,28.360548431428494,29.322753437211592,39.98775663727965,39.13420338855598,48.57909338607363,51.688385560075915,59.42505898133829,59.98175828314339,C
2026-03-02 02:32:25,Model_C,R1590,B860,1,10,0.9016942709017376,1.9969538514105274,P3,10.597380952334778,12.117825353413533,9.967264388489388,10.125600115916502,20.72606562718396,19.49834948756368,30.741371697180718,29.122592169022276,40.14414032560268,38.97723627589305,50.17837096120753,50.863355691069046,59.03019226828215,59.200576703701735,C
2026-03-02 02:47:25,Model_A,R6154,B551,6,10,1.4012699899390908,1.0523144419049377,P1,17.893506658728068,15.66709703865078,9.909098638424458,9.374963591529575,19.820349723059067,19.582762900340953,29.344957590144027,28.06826282574325,40.9355242495711,39.96526360401113,49.42783028472024,50.31093567832097,59.99561630036371,59.83320759990576,A
2026-03-02 03:02:25,Model_C,R9931,B705,5,10,1.4452823804102417,1.8858329371994056,P4,25.530738594100193,18.79785187911878,9.515610689416633,9.136244267988479,19.52998498334608,20.155718702135236,29.247799225903698,30.429996185402157,41.54645607362935,41.249184413287395,48.694898022741576,50.31085500208959,60.27063404754834,59.3654461939483,A
2026-03-02 03:17:25,Model_A,R4588,B590,7,10,1.4266274593596064,1.1345191143994362,P4,24.73363573868982,38.83870168652933,9.872650459817182,11.425388733006603,19.77219420871407,20.805757526766175,29.406921759649574,30.736592672819626,39.319802434386695,41.29339406322044,50.27362277060643,49.10842902564996,59.9878655335175,60.18566767553755,A
2026-03-02 03:32:25,Model_A,R7448,B856,7,10,0.8805174199352153,0.8450290402246554,P3,32.42692760970887,43.83929495537644,9.010069715203356,9.85262792141772,20.886121501545237,20.926361511570484,30.84501987884905,30.070858795539245,41.019877619292416,39.40012073691392,48.8957980683884,47.67455585083422,61.83007475899316,60.16749766430319,A
2026-03-02 03:47:25,Model_A,R2656,B342,9,10,1.6095043460437382,1.0799264598712182,P4,36.415057793831096,16.93429491015834,9.731068637789019,10.359786246241132,20.56101573265822,19.624879851996674,30.66301975292228,28.71715250631579,40.45659604179667,41.953113541788866,51.009379767550705,50.08200999241505,59.93012967528376,59.88908412316369,A
2026-03-02 04:02:25,Model_B,R3891,B125,8,10,1.8388471737302163,0.9702255090046146,P1,14.394491624972897,15.322418292445231,9.47493309354223,10.749867890169428,19.472027360962944,19.819262770997064,30.00151376615985,28.73821545478418,40.06530448403365,38.16352753824206,50.589208757093296,50.99902899050901,59.63642981604231,59.64715313046371,B
2026-03-02 04:17:25,Model_C,R9773,B918,7,10,1.1897280188484138,1.0776010942920686,P1,38.998354549238094,36.52351120110317,10.333495589974893,8.460910554846382,19.310522024398704,18.593183768022662,30.0243425208631,30.353143734477577,40.592395534108704,40.609981778126325,49.68388768095465,50.740759453516134,58.90645802486233,59.3536980371746,B
2026-03-02 04:32:25,Model_A,R8926,B865,6,10,0.5753816304541189,0.5563621001729727,P3,33.18013150392274,17.902269853461966,9.012717731116808,9.46977135544123,20.765710201938774,20.12857566403867,31.04110586775676,28.771163611707546,40.428934120393734,41.08404901982716,49.71125664729351,49.811632097821075,60.440185803763875,61.05337137170001,A
2026-03-02 04:47:25,Model_C,R8489,B909,1,10,0.9323741722036987,1.4188376593877814,P2,20.472756255592195,48.495139646380764,8.669861067080193,9.277534236837202,17.87422606291499,19.670443636436065,30.386571506058914,29.635436607579035,38.64444830244735,39.41372737810443,49.88387637293003,49.57453356655981,58.10597426452933,58.948561936938404,B
2026-03-02 05:02:25,Model_A,R6880,B756,8,10,1.785497009391384,1.4342934032260377,P2,34.79693320401303,25.26576410481517,9.539797848923643,8.950339011206736,19.624552707113864,22.46692194849059,28.65042886862322,29.89712955742633,42.19683203137595,40.82475661044236,51.40388692969171,50.93383924543851,60.053285613804015,61.67634730381124,B
2026-03-02 05:17:25,Model_B,R3786,B719,4,10,0.9461058694912898,1.6592766645479213,P1,15.836641127612605,28.6461205217089,11.33179401191293,10.019497411323707,21.129869578808147,20.055712327587443,29.561922588313085,30.60420765896183,41.13646318303169,40.56396837564806,49.996103881846096,50.953734010926404,59.3681755394099,60.35597052640605,B
2026-03-02 05:32:25,Model_B,R7093,B857,4,10,1.1998725413486604,0.9684800265065115,P1,41.061823441859474,25.97739674990228,9.291507222975625,9.493167788337631,19.7710482246425,20.148138119209268,29.54450146844165,32.12573935849839,39.88815010079454,39.289359546500336,48.49598263770186,49.20632162085937,62.50720537728766,61.31751803786905,B
2026-03-02 05:47:25,Model_C,R9442,B455,5,10,1.9049108002184965,0.7375287788622926,P4,35.828273599721584,13.164796373094326,10.716811979816201,10.6080908076608,19.83157226054538,19.35101066499024,30.698928411714856,28.179103868389728,39.61076529313048,41.07546958174366,49.88865610401107,49.34330419744051,61.260185054872494,60.13265080895247,B
2026-03-02 06:02:25,Model_C,R1618,B682,4,10,0.7194966421015516,1.2459188246587234,P3,31.492202874939792,49.617087608411616,9.68825618283154,11.417379833522213,19.509216837821192,20.603599777996045,29.565161666368432,30.34178065050037,39.04999721594085,40.57595766775894,49.84626953083582,49.194054427211,59.59506130933829,61.5961822598207,B
