Time,Model,Roll,Bar No,Layer No,Total Layer,L Margin,W Margin,Layer Pattern,AB Stack X,AB Stack Y,FP1 X,FP1 Y,FP2 X,FP2 Y,FP3 X,FP3 Y,FP4 X,FP4 Y,FP5 X,FP5 Y,FP6 X,FP6 Y,Bar Grade
2026-03-03 01:17:25,Model_A,R7676,B584,7,10,1.9115304629837508,1.246707664314294,P1,11.704881660725581,35.81344239869635,10.36253285117634,10.207344517006069,19.839813642868464,19.841954678757396,30.626330542652315,30.523441511298945,40.614999373455646,39.831149532820945,49.19203907834842,51.00033092170102,60.081076195400634,61.344060109421775,B
2026-03-03 01:32:25,Model_A,R4288,B603,8,10,1.6073015934889425,0.5457656064610068,P1,28.467790270909656,13.419473815319112,9.950431447590724,12.009686874856428,19.358454354188105,18.164697603104496,29.89325341627429,30.685994771922726,38.84644563982537,39.386689871099726,50.641760542968534,49.65618658144728,59.129486001206985,60.780362432160224,A
2026-03-03 01:47:25,Model_A,R9774,B283,6,10,0.8677544833073838,0.9134914592430305,P4,19.773847950881386,25.308206463793567,10.702438182037824,10.541656857972631,18.74701444193324,19.03714912729274,31.25592012707932,32.1800147517049,40.758451919493524,39.9588149502883,47.8012791408473,50.0486464563288,59.711524239565975,60.11736420781805,A
2026-03-03 02:02:25,Model_C,R2244,B641,3,10,1.4906195857733016,1.5043670875206772,P2,38.34118297170549,34.1593866408458,9.617174396304403,10.635094895400503,19.32330188422495,21.49792777245696,30.569331852746707,29.609554216848867,39.50447956267099,38.360710950952125,49.64447281125206,49.26008436929842,58.50595508206918,60.03003685046135,C
2026-03-03 02:17:25,Model_C,R8831,B328,8,10,0.7687053615990715,0.6486270541895132,P2,12.312625539789416,10.797590138491922,9.297431572089387,8.762983500227325,19.5616842409816,21.021838195585293,30.518079472582293,30.206192078796963,38.953310256191266,40.199636138339706,48.95602002117655,50.94976779743316,59.47533474186472,62.33592768560198,C
2026-03-03 02:32:25,Model_B,R3337,B465,4,10,0.9312885363886005,1.9366638045638203,P2,19.7506703376971,35.2632001285383,11.41487683645522,7.776245399830707,21.343817867829852,20.323108060713697,30.152306991136644,30.69475939782208,38.939458754145576,39.64151161524629,51.56388636704251,50.45236532357505,60.30651639164939,59.99261516351932,B
2026-03-03 02:47:25,Model_A,R5859,B769,8,10,0.8452816626217019,0.9855395822930155,P2,23.559646918963733,24.967418524489354,10.807035597894465,10.633517693518408,19.919799469227247,19.171125436093273,29.13583260161195,31.759342959653395,40.59358174516283,40.13878747550617,49.15267771445763,50.086096224653424,60.064325337776616,60.72388294977368,B
2026-03-03 03:02:25,Model_C,R3429,B100,3,10,0.7844152469669332,1.9598265155455867,P3,47.555241011786165,36.262818925398534,10.503413320636165,9.207854031675577,20.263181509616896,20.171836721613797,29.50706352173436,31.94457687531406,39.41674485879669,39.54914115228441,50.21110890171338,48.683155209161335,60.93288757512082,59.12626430673181,A
2026-03-03 03:17:25,Model_C,R5154,B815,1,10,0.7068568542942854,1.4634200717109742,P1,34.78481721750828,15.196053021371142,10.395615140612389,11.672561794870447,17.915483540544997,21.332936745934845,29.4658063826189,30.838630455617277,39.782662379056575,38.75590359073578,50.22044858016131,51.29180848554072,60.227276843428704,58.83744681868989,C
2026-03-03 03:32:25,Model_A,R3939,B906,4,10,1.9653403163649867,0.881848064527647,P1,44.01301476055278,22.373040906104805,10.73452560643984,10.638321414217298,20.445160983340692,21.20528448793995,29.945769104064983,31.04760592913429,39.681558426181844,39.94585386231668,50.14388118869633,48.54851771751947,59.31172253699799,60.07437120138567,A
