Time,Model,Roll,Bar No,Layer No,Total Layer,L Margin,W Margin,Layer Pattern,AB Stack X,AB Stack Y,FP1 X,FP1 Y,FP2 X,FP2 Y,FP3 X,FP3 Y,FP4 X,FP4 Y,FP5 X,FP5 Y,FP6 X,FP6 Y,Bar Grade
2026-03-01 01:17:25,Model_B,R7594,B950,8,10,0.968891045030464,1.728694714462825,P4,16.846223962462567,21.091880507812068,9.55612292257683,9.89117701617219,19.525808144572512,18.81765320242996,30.77445084737714,30.00825571510425,38.19999449977906,38.237719916252615,49.68629740146228,50.771473213688196,57.97270633949522,59.761102537382804,A
2026-03-01 01:32:25,Model_A,R8088,B249,1,10,1.4179180579075705,1.4435793347100163,P4,40.955005333776725,11.708656782313088,11.560888499386998,9.609718060989834,21.104155394513548,21.43184020157109,31.02708657718295,31.736625032176686,39.18402452956536,39.875301234702526,51.618948663589144,49.716081166061535,60.634513892590725,59.36307229819945,B
2026-03-01 01:47:25,Model_C,R3263,B826,7,10,0.948006193974415,1.2917014158023015,P1,44.25848805007466,36.710858647189,10.357736158213427,10.123415793485071,21.313552045243817,17.41756234814422,32.26784247883349,29.729974889126566,39.7827518461214,40.1472056398118,50.960185561434685,49.4956765402019,58.75798861570865,60.70888796517673,C
2026-03-01 02:02:25,Model_C,R4804,B861,5,10,1.865189563473433,0.5217279372912438,P4,15.658166638875679,45.141007149014925,10.555077983549278,8.833774840557245,20.23324274806612,19.4414798336394,31.320764850688484,29.845453943204266,39.8486364705195,40.2218571144068,50.98600493004173,52.05578510167479,59.18063156475242,59.29096640785911,C
2026-03-01 02:17:25,Model_C,R8066,B661,2,10,1.0920418590924976,1.3648571461414931,P2,29.451646448740565,11.014939577566789,9.268766159359272,8.733974506259317,19.85767250111442,19.24452796979043,29.68963686061432,29.838253934803983,39.384546260582745,39.157598315458635,49.13469790637689,50.39636171773225,60.56475524363096,59.81261755910605,B
2026-03-01 02:32:25,Model_B,R7103,B378,1,10,1.1389117901567287,0.8235978515566424,P4,23.594104678383708,20.636703362926255,9.277247048313933,10.090254045779188,19.598212299440057,20.615263699694143,30.40405427850214,32.044638163461435,38.696274052776474,40.64859296800528,48.45546156096381,51.01033963795367,59.941695193418425,60.10377583203295,A
2026-03-01 02:47:25,Model_B,R6377,B568,5,10,1.2395416894179225,0.578303647575513,P1,39.08244388074413,12.245803673212926,9.931100020101082,10.036219612655243,21.54023137877581,21.271902800997537,29.49569079959029,30.007320167215557,40.204269053255004,40.603427229016575,52.16755989180154,49.198777073167456,58.78001530987975,59.9441745556003,B
2026-03-01 03:02:25,Model_B,R3272,B108,2,10,0.991956497436977,0.649916436134785,P1,40.33100963424204,48.201398186468424,11.96492964301406,10.711619799825955,17.228813156463644,20.88510990961508,29.344299187401738,28.909725779270946,41.51289789194532,41.553283759312436,49.99498843429109,50.05630251044548,60.58621505685778,59.92799645395092,A
2026-03-01 03:17:25,Model_A,R7270,B609,2,10,0.5014718595790439,1.5974554214157788,P2,36.83953943719825,28.018904130443158,9.98148282541892,10.401580500355875,19.03644245819888,19.746870423669037,30.39562118835667,30.42252963159095,39.37100371274762,39.71296210611251,49.927612660286634,49.771400763563705,60.18309458620833,59.141879915865886,B
2026-03-01 03:32:25,Model_B,R7317,B351,3,10,1.3521800333417309,1.1919023496206043,P4,13.155400858247411,38.093316289075624,9.463603838465051,9.640619027346641,20.131728114218266,19.64203461609475,29.422522113757083,32.061529339473424,41.43851202701878,38.69759118567324,50.90782932975989,49.635406724837374,60.00946208192284,60.95312193321261,B
