Time,Model,Roll,Bar No,Layer No,Total Layer,L Margin,W Margin,Layer Pattern,AB Stack X,AB Stack Y,FP1 X,FP1 Y,FP2 X,FP2 Y,FP3 X,FP3 Y,FP4 X,FP4 Y,FP5 X,FP5 Y,FP6 X,FP6 Y,Bar Grade
2026-03-02 01:17:25,Model_B,R3387,B630,6,10,0.8797963432872731,0.7683493134499717,P4,35.09762669494646,27.580850715018386,8.91179166816556,10.74952726775803,19.55188919910906,19.261787020908887,32.02287395325488,32.6942858715235,38.686876992323135,38.774906731653644,50.17337936560347,50.217067247978456,58.389176216822655,60.806808722618555,D
2026-03-02 01:32:25,Model_C,R8253,B573,3,10,1.875665829712759,1.965751821306341,P4,25.2540500759465,36.0315224578618,11.679152011875345,10.879000676555403,21.004554067286133,21.507743916068193,30.636678317948608,30.32943741234779,39.31180786089177,42.12761920830423,49.97995053106741,49.80210279841387,59.84587511148972,60.074643806216024,C
2026-03-02 01:47:25,Model_C,R2934,B664,9,10,1.224547257854171,1.6237922163793814,P4,20.649222471918055,41.00713726996813,9.726041891715695,11.3198822433962,19.928938186740893,19.03150834855586,30.010592170773304,31.30278452328868,40.52437508886659,39.299921667601986,50.77545298968063,49.88548569581234,57.28249825601482,60.864002157897495,B
2026-03-02 02:02:25,Model_C,R7414,B396,5,10,1.5607089761547988,1.011570888380869,P1,19.17188425837393,27.518568815420537,9.480344878679302,9.987802574006672,21.586459461003354,17.438176289330023,29.74066106317235,30.688166268098403,39.6484679976585,39.670464793164314,50.354750875344735,48.79791367572889,60.7967335948848,59.2992945781648,B
2026-03-02 02:17:25,Model_B,R1492,B472,3,10,1.3521005731456257,0.6176077428631788,P4,39.002239530007344,10.03151042436276,10.475467582482718,10.851684573625526,20.76460617069586,19.594463848789022,28.324385380728398,30.31158220746792,40.76586734817511,41.118766082121226,48.62725447121706,50.588539252126495,61.57876305589505,59.15265139981,D
2026-03-02 02:32:25,Model_C,R9173,B870,9,10,0.7606746836252584,1.8592206772227136,P2,44.66304143561605,22.40561908418742,11.302037240650861,10.297071235024111,19.806289718319526,19.819946727199024,29.059676365509322,28.375287834937335,39.50282027485065,39.68418256947959,50.63417543081544,49.93332740665814,58.024897438972765,59.963368957270106,A
2026-03-02 02:47:25,Model_A,R2158,B943,3,10,1.0147957503477099,1.538497155352039,P3,47.62670344999602,39.64410534552415,11.934361283362833,9.623879925550824,20.406403856313357,18.907431734699212,29.772861530213863,28.598907105337425,39.438206800498605,39.114664244152145,49.50459727341452,48.180140577155825,60.50342119698239,59.07975373610346,A
2026-03-02 03:02:25,Model_A,R2890,B470,5,10,1.0037721951688594,1.8418136718326672,P1,17.604462930322818,10.930133341048705,10.38348130884162,9.427901025112739,19.74664864004679,20.98287278737696,31.75787721068216,29.981666119048008,40.028648382354966,40.9919830444268,48.54167490850043,49.65418697985906,59.85222817954518,61.34120448401076,A
2026-03-02 03:17:25,Model_B,R6531,B250,5,10,0.7281283105564691,1.265600347619469,P3,32.56534609893606,26.71814647963306,9.924184125162599,11.459027880215121,20.24699788860947,19.93863798517719,30.211158101615833,30.99535574069421,39.68028285440949,40.10530211990707,50.25445006966205,50.44447737515271,59.36645050118045,60.43572433566386,A
2026-03-02 03:32:25,Model_B,R1091,B585,5,10,1.1525253420935102,1.7124783764590705,P3,46.05601088403059,36.4350929841704,10.351577512916453,9.783958050559416,20.222057512031352,19.327864392109216,30.103702233157804,29.97387224805469,40.093748631074206,39.844650996217084,50.75036075423548,50.800988503483374,56.9002082337433,59.65126540862014,B
