DATE,TIME,EQUIP_NAME,MODEL,ROLL,FIRST_LAYER,SAME_LAYER,LAYER_NO,LAYER_NAME,FP1_DX,FP1_DY,FP1_ENABLE,FP2_DX,FP2_DY,FP2_ENABLE,FP3_DX,FP3_DY,FP3_ENABLE,FP4_DX,FP4_DY,FP4_ENABLE,FP5_DX,FP5_DY,FP5_ENABLE,FP6_DX,FP6_DY,FP6_ENABLE,AB_STACK_X,AB_STACK_Y,TOTAL_LAYER,W_MARGIN,L_MARGIN,BAR_NO,MARGIN,GRADE,TILT,L_MARGIN1,W_MARGIN1,L_MARGIN2,W_MARGIN2,L_MARGIN3,W_MARGIN3,L_MARGIN4,W_MARGIN4,L_MARGIN5,W_MARGIN5,L_MARGIN6,W_MARGIN6
2026-03-12,00:31:02,5C69,CL05B103KB54PCM,ALC4471BAP,TRUE,TRUE,1,,-399,362,1,-219,398,1,-360,388,1,-659,482,1,-547,341,1,-477,249,1,1080,0,24,230,260,0,81.9,1,4.03,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:03,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,2,,-591,225,1,-446,276,1,-610,457,1,-301,200,1,-701,352,1,-394,344,1,1080,0,24,230,260,0,81.9,1,4.74,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:04,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,3,,-553,180,1,-303,329,1,-459,370,1,-388,208,1,-298,468,1,-625,64,1,1080,0,24,230,260,0,81.9,1,0.67,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:05,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,4,,-750,476,1,-631,242,1,-205,140,1,-384,206,1,-767,443,1,-596,124,1,1080,0,24,230,260,0,81.9,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:06,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,5,,-416,56,1,-209,255,1,-797,424,1,-316,269,1,-752,83,1,-220,186,1,1080,0,24,230,260,0,81.9,1,1.86,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:07,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,6,,-345,430,1,-457,420,1,-391,341,1,-564,65,1,-358,371,1,-577,221,1,1080,0,24,230,260,0,81.9,1,0.5,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:08,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,7,,-714,209,1,-788,423,1,-437,321,1,-642,338,1,-650,111,1,-323,455,1,1080,0,24,230,260,0,81.9,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:09,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,8,,-738,329,1,-503,87,1,-444,116,1,-561,247,1,-747,198,1,-679,427,1,1080,0,24,230,260,0,81.9,1,2.13,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:10,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,9,,-321,125,1,-518,166,1,-386,306,1,-551,432,1,-647,289,1,-782,215,1,1080,0,24,230,260,0,81.9,1,1.18,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:11,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,10,,-615,255,1,-480,334,1,-365,72,1,-784,278,1,-206,315,1,-426,165,1,1080,0,24,230,260,0,81.9,1,1.99,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:12,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,11,,-608,364,1,-624,63,1,-405,451,1,-667,64,1,-344,322,1,-491,224,1,1080,0,24,230,260,0,81.9,1,4.93,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:13,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,12,,-661,94,1,-694,93,1,-541,57,1,-283,299,1,-487,442,1,-497,462,1,1080,0,24,230,260,0,81.9,1,-,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:14,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,13,,-425,221,1,-664,52,1,-379,317,1,-412,174,1,-729,132,1,-590,74,1,1080,0,24,230,260,0,81.9,1,0.46,90,90,90,90,90,90,90,90,90,90,90,90
2026-03-12,00:31:15,5C69,CL05B103KB54PCM,ALC4471BAP,FALSE,TRUE,14,,-576,127,1,-683,182,1,-209,150,1,-376,426,1,-575,182,1,-735,193,1,1080,0,24,230,260,0,81.9,1,3.87,90,90,90,90,90,90,90,90,90,90,90,90
